rank_val_score,mean_val_score,std_val_score,mean_train_score,std_train_score,activation,batch_size,epochs,init_mode,learn_rate,momentum,nesterov,neurons_layer_1,neurons_layer_2,weight_decay,mean_fit_time
146,3.062100966771444,0.06405319581102709,2.819650729497274,0.03840774519109221,sigmoid,32,1000,glorot_uniform,0.001,0.9,True,70,30,0.001,32.451080083847046
147,3.062758763631185,0.10038589668000913,2.773514668146769,0.008483021175163067,tanh,32,1000,glorot_uniform,0.0001,0.9,True,130,30,0.001,33.75338729222616
148,3.063976526260376,0.05005596044716695,2.717817227045695,0.03481845014145521,sigmoid,64,1000,glorot_uniform,0.01,0.8,True,130,30,0.001,21.49450174967448
149,3.0649956862131753,0.08600864027448481,2.8134639263153076,0.03085232554091879,sigmoid,128,1000,glorot_uniform,0.01,0.8,True,130,30,0.001,13.04853089650472
150,3.0725866158803306,0.06805342527201817,2.8534351189931235,0.045595086965716604,sigmoid,32,1000,glorot_uniform,0.001,0.9,True,130,30,0.001,32.19464532534281
151,3.072587331136068,0.05048492047435936,2.9142370223999023,0.04522578442791931,sigmoid,32,1000,glorot_uniform,0.001,0.7,True,130,30,0.0001,34.327101627985634
152,3.0753580729166665,0.06823898086381916,2.697815259297689,0.03591168542837989,sigmoid,128,1000,glorot_uniform,0.01,0.9,True,130,30,0.001,13.843920310338339
153,3.079875866572062,0.08818291491868165,2.1192843119303384,0.04777584690372856,sigmoid,64,1000,glorot_uniform,0.01,0.9,True,70,30,0.0003,19.12353841463725
154,3.081013838450114,0.060984890616440655,2.802945295969645,0.03937880381758346,sigmoid,64,1000,glorot_uniform,0.01,0.7,True,130,30,0.001,19.9908021291097
155,3.0818355878194175,0.057148843994600275,2.636349360148112,0.05374598169036534,sigmoid,128,1000,glorot_uniform,0.01,0.9,True,70,30,0.001,13.8391064008077
156,3.090666929880778,0.17751981599205233,2.177121877670288,0.036206588404270296,sigmoid,32,1000,glorot_uniform,0.01,0.8,True,70,30,0.0003,33.046868006388344
157,3.0908823013305664,0.03632232468745618,2.82493527730306,0.04947533639867002,tanh,128,1000,glorot_uniform,0.001,0.7,True,70,30,0.001,11.685266017913818
158,3.0910587310791016,0.09664999503016043,2.9599461555480957,0.018081315216772833,sigmoid,32,1000,glorot_uniform,0.001,0.7,True,130,30,0.0003,32.077553828557335
159,3.094013055165609,0.1355218732555878,1.7306156158447266,0.015543989901535698,tanh,128,1000,glorot_uniform,0.01,0.7,True,70,30,0.0003,11.673849185307821
160,3.097774028778076,0.17809990998444164,1.3189983765284221,0.08330499512812599,sigmoid,32,1000,glorot_uniform,0.01,0.9,True,130,30,1e-05,34.198768854141235
161,3.1028947035471597,0.08060489429546494,2.8610080083211265,0.07404989448833232,tanh,128,1000,glorot_uniform,0.001,0.7,True,130,30,0.001,12.074243863423666
162,3.111304998397827,0.07241350587129852,2.968036333719889,0.01845436037151193,sigmoid,32,1000,glorot_uniform,0.001,0.7,True,70,30,0.0003,32.039887269337974
163,3.1128159364064536,0.03647980589663371,2.902687946955363,0.05272864491350492,sigmoid,128,1000,glorot_uniform,0.01,0.7,True,130,30,0.001,13.225467205047607
164,3.118476629257202,0.07782042946966772,2.9890619119008384,0.02914821328420524,sigmoid,128,1000,glorot_uniform,0.001,0.9,True,130,30,1e-05,14.04777733484904
165,3.11940860748291,0.08657514910521896,2.605095307032267,0.017252551383952226,sigmoid,64,1000,glorot_uniform,0.01,0.9,True,130,30,0.001,21.10838047663371
166,3.131144920984904,0.06715006308353533,2.9999619325002036,0.021763995828351743,sigmoid,128,1000,glorot_uniform,0.001,0.9,True,70,30,1e-05,13.811495939890543
